Microsoft Ayumi - Japanese (Japan)
Microsoft Mark - English (United States)
Microsoft Zira - English (United States)
Microsoft David - English (United States)
Microsoft Haruka - Japanese (Japan)
Microsoft Ichiro - Japanese (Japan)
Microsoft Sayaka - Japanese (Japan)
